Accession,GenBank_RefSeq,Assembly,Organism_Name,Species,Isolate,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Collection_Date,Release_Date
ON024109,GenBank,NA,Pangolin pestivirus,Pangolin pestivirus,BIME9,12481,complete,China,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-06-16
ON024110,GenBank,NA,Pangolin pestivirus,Pangolin pestivirus,BIME9,11972,complete,China,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-06-16
ON024111,GenBank,NA,Pangolin pestivirus,Pangolin pestivirus,BIME9,12116,complete,China,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-06-16
ON024112,GenBank,NA,Pangolin pestivirus,Pangolin pestivirus,BIME9,12093,complete,China,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-06-16
ON024113,GenBank,NA,Pangolin pestivirus,Pangolin pestivirus,BIME9,12080,complete,China,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-06-16
ON024114,GenBank,NA,Pangolin pestivirus,Pangolin pestivirus,BIME9,12111,complete,China,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-06-16
ON024115,GenBank,NA,Pangolin pestivirus,Pangolin pestivirus,BIME9,12468,complete,China,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-06-16
LC702327,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12147,partial,United Kingdom,NA,Sus scrofa,NA,"Strong,R., McCleary,S., Grierson,S., Choudhury,B., Steinbach,F., Crooke,H.R., Crooke,H.","Virology; Woodham Lane, New Haw, Surrey KT153NB U.K",NA,2000-08-08,2022-06-08
LC702328,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12147,partial,United Kingdom,NA,Sus scrofa,NA,"Strong,R., McCleary,S., Grierson,S., Choudhury,B., Steinbach,F., Crooke,H.R., Crooke,H.","Virology; Woodham Lane, New Haw, Surrey KT153NB U.K",NA,2000-08-08,2022-06-08
LC702329,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12147,partial,United Kingdom,NA,Sus scrofa,NA,"Strong,R., McCleary,S., Grierson,S., Choudhury,B., Steinbach,F., Crooke,H.R., Crooke,H.","Virology; Woodham Lane, New Haw, Surrey KT153NB U.K",NA,2000-08-09,2022-06-08
LC702330,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12147,partial,United Kingdom,NA,Sus scrofa,NA,"Strong,R., McCleary,S., Grierson,S., Choudhury,B., Steinbach,F., Crooke,H.R., Crooke,H.","Virology; Woodham Lane, New Haw, Surrey KT153NB U.K",NA,2000-08-09,2022-06-08
LC702331,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12147,partial,United Kingdom,NA,Sus scrofa,NA,"Strong,R., McCleary,S., Grierson,S., Choudhury,B., Steinbach,F., Crooke,H.R., Crooke,H.","Virology; Woodham Lane, New Haw, Surrey KT153NB U.K",NA,2000-08-12,2022-06-08
LC702332,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12147,partial,United Kingdom,NA,Sus scrofa,NA,"Strong,R., McCleary,S., Grierson,S., Choudhury,B., Steinbach,F., Crooke,H.R., Crooke,H.","Virology; Woodham Lane, New Haw, Surrey KT153NB U.K",NA,2000-08-12,2022-06-08
LC702333,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12147,partial,United Kingdom,NA,Sus scrofa,NA,"Strong,R., McCleary,S., Grierson,S., Choudhury,B., Steinbach,F., Crooke,H.R., Crooke,H.","Virology; Woodham Lane, New Haw, Surrey KT153NB U.K",NA,2000-09-04,2022-06-08
LC702334,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12147,partial,United Kingdom,NA,Sus scrofa,NA,"Strong,R., McCleary,S., Grierson,S., Choudhury,B., Steinbach,F., Crooke,H.R., Crooke,H.","Virology; Woodham Lane, New Haw, Surrey KT153NB U.K",NA,2000-09-05,2022-06-08
LC702335,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12147,partial,United Kingdom,NA,Sus scrofa,NA,"Strong,R., McCleary,S., Grierson,S., Choudhury,B., Steinbach,F., Crooke,H.R., Crooke,H.","Virology; Woodham Lane, New Haw, Surrey KT153NB U.K",NA,2000-09-06,2022-06-08
LC702336,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12147,partial,United Kingdom,NA,Sus scrofa,NA,"Strong,R., McCleary,S., Grierson,S., Choudhury,B., Steinbach,F., Crooke,H.R., Crooke,H.","Virology; Woodham Lane, New Haw, Surrey KT153NB U.K",NA,2000-09-10,2022-06-08
LC702337,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12147,partial,United Kingdom,NA,Sus scrofa,NA,"Strong,R., McCleary,S., Grierson,S., Choudhury,B., Steinbach,F., Crooke,H.R., Crooke,H.","Virology; Woodham Lane, New Haw, Surrey KT153NB U.K",NA,2000-09-10,2022-06-08
LC702338,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12147,partial,United Kingdom,NA,Sus scrofa,NA,"Strong,R., McCleary,S., Grierson,S., Choudhury,B., Steinbach,F., Crooke,H.R., Crooke,H.","Virology; Woodham Lane, New Haw, Surrey KT153NB U.K",NA,2000-09-12,2022-06-08
LC702339,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12147,partial,United Kingdom,NA,Sus scrofa,NA,"Strong,R., McCleary,S., Grierson,S., Choudhury,B., Steinbach,F., Crooke,H.R., Crooke,H.","Virology; Woodham Lane, New Haw, Surrey KT153NB U.K",NA,2000-09-13,2022-06-08
LC702340,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12147,partial,United Kingdom,NA,Sus scrofa,NA,"Strong,R., McCleary,S., Grierson,S., Choudhury,B., Steinbach,F., Crooke,H.R., Crooke,H.","Virology; Woodham Lane, New Haw, Surrey KT153NB U.K",NA,2000-09-17,2022-06-08
LC702341,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12143,partial,United Kingdom,NA,Sus scrofa,NA,"Strong,R., McCleary,S., Grierson,S., Choudhury,B., Steinbach,F., Crooke,H.R., Crooke,H.","Virology; Woodham Lane, New Haw, Surrey KT153NB U.K",NA,2000-11-03,2022-06-08
LC713055,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12094,complete,Japan: Mie,NA,Sus scrofa,NA,"Sakoda,Y., Ogino,S.","Laboratory of Microbiology, Department of Disease Control, Faculty of Veterinary Medicine; Kita 18 jou Nishi 9 tyoume, Sapporo, Hokkaido 060-0818",Japan,2019,2022-06-02
ON059802,GenBank,NA,Pestivirus P182T/pangolin/2018,Pestivirus P182T/pangolin/2018,NA,11906,partial,NA,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-05-31
ON059803,GenBank,NA,Pestivirus P110T/pangolin/2018,Pestivirus P110T/pangolin/2018,NA,11170,partial,NA,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-05-31
ON059804,GenBank,NA,Pestivirus P121T/pangolin/2018,Pestivirus P121T/pangolin/2018,NA,11478,partial,NA,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-05-31
ON059805,GenBank,NA,Pestivirus P142T/pangolin/2018,Pestivirus P142T/pangolin/2018,NA,11722,partial,NA,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-05-31
ON059806,GenBank,NA,Pestivirus P179T/pangolin/2018,Pestivirus P179T/pangolin/2018,NA,11973,partial,NA,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-05-31
ON059807,GenBank,NA,Pestivirus P101T/pangolin/2018,Pestivirus P101T/pangolin/2018,NA,11035,partial,NA,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-05-31
ON059808,GenBank,NA,Pestivirus P105T/pangolin/2018,Pestivirus P105T/pangolin/2018,NA,10558,partial,NA,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-05-31
ON059809,GenBank,NA,Pestivirus P170T/pangolin/2018,Pestivirus P170T/pangolin/2018,NA,10575,partial,NA,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-05-31
ON059811,GenBank,NA,Pestivirus P188T/pangolin/2018,Pestivirus P188T/pangolin/2018,NA,11949,partial,NA,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-05-31
ON059812,GenBank,NA,Pestivirus P196T/pangolin/2018,Pestivirus P196T/pangolin/2018,NA,11909,partial,NA,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-05-31
ON059813,GenBank,NA,Pestivirus P212T/pangolin/2018,Pestivirus P212T/pangolin/2018,NA,11912,partial,NA,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-05-31
ON059814,GenBank,NA,Pestivirus P214T/pangolin/2018,Pestivirus P214T/pangolin/2018,NA,11694,partial,NA,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-05-31
ON059815,GenBank,NA,Pestivirus P232T/pangolin/2018,Pestivirus P232T/pangolin/2018,NA,10594,partial,NA,NA,Pholidota,NA,"Cao,W.-C., Hu,Y.-L., Jiang,J.-F., Shi,W., Shi,M., Que,T.-C., Cui,X.-M., Ye,R.-Z., Xia,L.-Y., Hou,X., Zheng,J.-J., Jia,N., Xie,X.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2018,2022-05-31
MW401769,GenBank,NA,atypical porcine pestivirus,Pestivirus scrofae,NA,11360,complete,China,NA,Sus scrofa,NA,"Ren,X.J., Hu,Z.H., Qian,P., Chen,H.C., Li,X.M.","Huazhong Agricultural University, State Key Laboratory of Agriculture Microbiology",China,2020-11-11,2022-05-02
MZ542765,GenBank,NA,Atypical porcine pestivirus 1,Pestivirus scrofae,NA,11454,complete,China,NA,Sus scrofa,NA,"Ren,X.J., Hu,Z.H., Qian,P., Chen,H.C., Li,X.M.","Huazhong Agricultural University, State Key Laboratory of Agriculture Microbiology",China,2021-02-06,2022-05-02
OM030319,GenBank,NA,Jingmen Crocidura shantungensis pestivirus 1,Jingmen Crocidura shantungensis pestivirus 1,SYS_SheQu,12556,complete,China,NA,Crocidura shantungensis,NA,"Tan,Z.-Z., Pan,Y.-F., Zhang,Y.-Z.","National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Department of Zoonosis",China,2016,2022-04-13
OM030320,GenBank,NA,Wenzhou Pipistrellus abramus pestivirus 1,Wenzhou Pipistrellus abramus pestivirus 1,YJB_Pabr,11933,complete,China,NA,Pipistrellus abramus,NA,"Tan,Z.-Z., Pan,Y.-F., Zhang,Y.-Z.","National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Department of Zoonosis",China,2016,2022-04-13
OM451127,GenBank,NA,Pangolin pestivirus 1,Pangolin pestivirus 1,ZJ-F1,12141,partial,China,NA,Manis pentadactyla,NA,"He,W.-T., Hou,X., Zhao,J., Sun,J., He,H., Si,W., Wang,J., Jiang,Z., Yan,Z., Xing,G., Lu,M., Suchard,M.A., Ji,X., Gong,W., He,B., Li,J., Lemey,P., Guo,D., Tu,C., Holmes,E.C., Shi,M., Su,S.","Nanjing Agricultural University, College of Veterinary Medicine",China,2020,2022-03-09
OM451129,GenBank,NA,Pangolin pestivirus 2,Pangolin pestivirus 2,ZJ-MO4,11920,partial,China,NA,Manis javanica,NA,"He,W.-T., Hou,X., Zhao,J., Sun,J., He,H., Si,W., Wang,J., Jiang,Z., Yan,Z., Xing,G., Lu,M., Suchard,M.A., Ji,X., Gong,W., He,B., Li,J., Lemey,P., Guo,D., Tu,C., Holmes,E.C., Shi,M., Su,S.","Nanjing Agricultural University, College of Veterinary Medicine",China,2017,2022-03-09
OM451130,GenBank,NA,Pangolin pestivirus 3,Pangolin pestivirus 3,ZJ-MO1,12589,partial,China,NA,Manis javanica,NA,"He,W.-T., Hou,X., Zhao,J., Sun,J., He,H., Si,W., Wang,J., Jiang,Z., Yan,Z., Xing,G., Lu,M., Suchard,M.A., Ji,X., Gong,W., He,B., Li,J., Lemey,P., Guo,D., Tu,C., Holmes,E.C., Shi,M., Su,S.","Nanjing Agricultural University, College of Veterinary Medicine",China,2019,2022-03-09
OM451131,GenBank,NA,Pangolin pestivirus 3,Pangolin pestivirus 3,ZJ-MO6,12469,partial,China,NA,Manis javanica,NA,"He,W.-T., Hou,X., Zhao,J., Sun,J., He,H., Si,W., Wang,J., Jiang,Z., Yan,Z., Xing,G., Lu,M., Suchard,M.A., Ji,X., Gong,W., He,B., Li,J., Lemey,P., Guo,D., Tu,C., Holmes,E.C., Shi,M., Su,S.","Nanjing Agricultural University, College of Veterinary Medicine",China,2019,2022-03-09
OM451132,GenBank,NA,Pangolin pestivirus 4,Pangolin pestivirus 4,ZJ-MO1,12540,partial,China,NA,Manis javanica,NA,"He,W.-T., Hou,X., Zhao,J., Sun,J., He,H., Si,W., Wang,J., Jiang,Z., Yan,Z., Xing,G., Lu,M., Suchard,M.A., Ji,X., Gong,W., He,B., Li,J., Lemey,P., Guo,D., Tu,C., Holmes,E.C., Shi,M., Su,S.","Nanjing Agricultural University, College of Veterinary Medicine",China,2019,2022-03-09
OM451133,GenBank,NA,Pangolin pestivirus 4,Pangolin pestivirus 4,ZJ-MO7,12396,partial,China,NA,Manis javanica,NA,"He,W.-T., Hou,X., Zhao,J., Sun,J., He,H., Si,W., Wang,J., Jiang,Z., Yan,Z., Xing,G., Lu,M., Suchard,M.A., Ji,X., Gong,W., He,B., Li,J., Lemey,P., Guo,D., Tu,C., Holmes,E.C., Shi,M., Su,S.","Nanjing Agricultural University, College of Veterinary Medicine",China,2019,2022-03-09
OM451134,GenBank,NA,Bamboo rat pestivirus,Bamboo rat pestivirus,HeN-NT1,11352,partial,China,NA,Rhizomys pruinosus,NA,"He,W.-T., Hou,X., Zhao,J., Sun,J., He,H., Si,W., Wang,J., Jiang,Z., Yan,Z., Xing,G., Lu,M., Suchard,M.A., Ji,X., Gong,W., He,B., Li,J., Lemey,P., Guo,D., Tu,C., Holmes,E.C., Shi,M., Su,S.","Nanjing Agricultural University, College of Veterinary Medicine",China,2020,2022-03-09
MZ188972,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,NA,12215,complete,China: Hebei,NA,Bos taurus,NA,"Wang,Y., Yan,S., Rui,P., Ma,Z., Song,T.","Hebei Normal University of Scicine and Technology, Hebei Key Laboratory of Perventive Veterinary Medicine",China,2020-04-24,2022-03-07
OM480523,GenBank,NA,Bamboo rat pestivirus,Bamboo rat pestivirus,NA,12159,partial,China,NA,Rhizomys pruinosus,NA,"He,W.-T., Hou,X., Zhao,J.","Nanjing Agricultural University, College of Veterinary Medicine",China,2020,2022-03-01
OM480525,GenBank,NA,Pangolin pestivirus 1,Pangolin pestivirus 1,NA,11375,partial,China,NA,Manis pentadactyla,NA,"He,W.-T., Hou,X., Zhao,J.","Nanjing Agricultural University, College of Veterinary Medicine",China,2019,2022-03-01
OU592965,GenBank,NA,Zikole virus,Zikole virus,NA,11655,partial,Uganda,NA,Bos taurus,blood,"Hayer,J., Malmberg,M.","Swedish University of Agricultural Sciences, SGBC, Ulls vag 26, 75651",Sweden,2018-12-18,2022-02-12
OK272505,GenBank,NA,Phocoena pestivirus,Pestivirus M,NA,11872,complete,Denmark: Zealand,NA,Phocoena phocoena,NA,"Stokholm,I., Fischer,N., Baechlein,C., Postel,A., Galatius,A., Kyhn,L.A., Thostesen,C.B., Persson,S., Siebert,U., Olsen,M.T., Becher,P., Wiedemann,A.","Institute of Virology, University of Veterinary Medicine, Foundation",Germany,2011,2022-02-07
OL452246,GenBank,NA,Kioloa rodent pestivirus,Kioloa rodent pestivirus,SD7,12396,partial,Australia,NA,Rattus fuscipes,NA,"Gofton,A.W.","CSIRO, Health and Biosecurity",Australia,2020-10-15,2022-01-31
MW853924,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12157,complete,China,NA,Sus scrofa,NA,"Yang,S., Zhang,W., He,Y., Chen,X., Zhang,D.","Jiangsu University, School of Medicine",China,2018,2021-12-20
MW853925,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12127,complete,China,NA,Sus scrofa,NA,"Yang,S., Zhang,W., He,Y., Chen,X., Zhang,D.","Jiangsu University, School of Medicine",China,2018,2021-12-20
MW853926,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12200,complete,China,NA,Sus scrofa,NA,"Yang,S., Zhang,W., He,Y., Chen,X., Zhang,D.","Jiangsu University, School of Medicine",China,2018,2021-12-20
MW853927,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12182,complete,China,NA,Sus scrofa,NA,"Yang,S., Zhang,W., He,Y., Chen,X., Zhang,D.","Jiangsu University, School of Medicine",China,2018,2021-12-20
MW853928,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12363,complete,China,NA,Sus scrofa,NA,"Yang,S., Zhang,W., He,Y., Chen,X., Zhang,D.","Jiangsu University, School of Medicine",China,2018,2021-12-20
MW853929,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12068,complete,China,NA,Sus scrofa,NA,"Yang,S., Zhang,W., He,Y., Chen,X., Zhang,D.","Jiangsu University, School of Medicine",China,2018,2021-12-20
MW853930,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12079,complete,China,NA,Sus scrofa,NA,"Yang,S., Zhang,W., He,Y., Chen,X., Zhang,D.","Jiangsu University, School of Medicine",China,2018,2021-12-20
MW853931,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12189,complete,China,NA,Sus scrofa,NA,"Yang,S., Zhang,W., He,Y., Chen,X., Zhang,D.","Jiangsu University, School of Medicine",China,2018,2021-12-20
MW853932,GenBank,NA,Classical swine fever virus,Pestivirus suis,NA,12109,complete,China,NA,Sus scrofa,NA,"Yang,S., Zhang,W., He,Y., Chen,X., Zhang,D.","Jiangsu University, School of Medicine",China,2018,2021-12-20
MZ442301,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,ncpBVDV_LFPK-alphaVbeta6_PI,12166,partial,NA,NA,NA,NA,"Holinka,L., Fish,I., Artz,J.","USDA/ARS, FADRU",USA,NA,2021-11-22
MW054933,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,NA,12234,complete,Italy: Lazio,NA,NA,NA,"Mosena,A.C., Neill,J.D., De Mia,G.M., Giammarioli,M., Rossi,E., Bazzucchi,M., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2014,2021-11-08
MW054934,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,NA,12246,complete,Italy: Lazio,NA,NA,blood,"Mosena,A.C., Neill,J.D., De Mia,G.M., Giammarioli,M., Rossi,E., Bazzucchi,M., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2005,2021-11-08
MW054935,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,NA,12259,complete,Italy: Toscana,NA,NA,NA,"Mosena,A.C., Neill,J.D., De Mia,G.M., Giammarioli,M., Rossi,E., Bazzucchi,M., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2011,2021-11-08
MW054936,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,NA,12177,complete,Italy: Umbria,NA,NA,NA,"Mosena,A.C., Neill,J.D., De Mia,G.M., Giammarioli,M., Rossi,E., Bazzucchi,M., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2006,2021-11-08
MW054937,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,NA,12214,complete,Italy: Sardegna,NA,NA,fetus,"Mosena,A.C., Neill,J.D., De Mia,G.M., Giammarioli,M., Rossi,E., Bazzucchi,M., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2009,2021-11-08
MW054938,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,NA,12222,complete,Italy: Sardegna,NA,NA,fetus,"Mosena,A.C., Neill,J.D., De Mia,G.M., Giammarioli,M., Rossi,E., Bazzucchi,M., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2009,2021-11-08
MW054939,GenBank,NA,Bovine viral diarrhea virus 1,Pestivirus bovis,NA,12225,complete,Italy: Lombardia,NA,NA,NA,"Mosena,A.C., Neill,J.D., De Mia,G.M., Giammarioli,M., Rossi,E., Bazzucchi,M., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2009,2021-11-08
