Accession,GenBank_RefSeq,Assembly,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Collection_Date,Release_Date,Molecule_type
LC881515,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME3161/2020,11826,partial,"Japan:Mie,Tsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-11-05,2025-07-24,ssRNA(+)
LC881516,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_TC780/2021,11826,partial,"Japan:Tochigi,Nasu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-05-18,2025-07-24,ssRNA(+)
LC881517,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IS618/2021,11826,partial,"Japan:Ishikawa,Nanao",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-01-18,2025-07-24,ssRNA(+)
LC881518,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_FI1358/2021,11826,partial,"Japan:Fukui,Takahama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-05-25,2025-07-24,ssRNA(+)
LC881519,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YN342/2021,11826,partial,"Japan:Yamanashi,Fujikawaguchiko",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-01-21,2025-07-24,ssRNA(+)
LC881520,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ3843/2021,11826,partial,"Japan:Shizuoka,Kosai",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-04-23,2025-07-24,ssRNA(+)
LC881521,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_KY281/2021,11826,partial,"Japan:Kyoto,Maizuru",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-04-02,2025-07-24,ssRNA(+)
LC881522,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NR319/2021,11826,partial,"Japan:Nara,Oyodo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-05-21,2025-07-24,ssRNA(+)
LC881523,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI86352/2022,11826,partial,"Japan:Gifu,Ena",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-06-23,2025-07-24,ssRNA(+)
LC881524,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI87182/2022,11826,partial,"Japan:Gifu,Tajimi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-08-23,2025-07-24,ssRNA(+)
LC881525,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI87196/2022,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-08-25,2025-07-24,ssRNA(+)
LC881526,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YA114844/2022,11826,partial,"Japan:Yamaguchi,Shunan",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-08-04,2025-07-24,ssRNA(+)
LC881527,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YA114846/2022,11826,partial,"Japan:Yamaguchi,Shunan",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-08-24,2025-07-24,ssRNA(+)
LC881528,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YA114875/2022,11826,partial,"Japan:Yamaguchi,Yanai",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-06-10,2025-07-24,ssRNA(+)
LC881529,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YA119729/2023,11826,partial,"Japan:Yamaguchi,Hofu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-05,2025-07-24,ssRNA(+)
LC881530,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YA126461/2023,11826,partial,"Japan:Yamaguchi,Yamaguchi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-02-03,2025-07-24,ssRNA(+)
LC881531,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YA130183/2023,11826,partial,"Japan:Yamaguchi,Hagi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-03-24,2025-07-24,ssRNA(+)
LC881532,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA79217/2021,11826,partial,"Japan:Wakayama,Nachikatsuura",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-06-24,2025-07-24,ssRNA(+)
LC881533,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA79292/2021,11826,partial,"Japan:Wakayama,Kushimoto",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-16,2025-07-24,ssRNA(+)
LC881534,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA79338/2021,11826,partial,"Japan:Wakayama,Shirahama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-11-30,2025-07-24,ssRNA(+)
LC881535,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA79387/2022,11826,partial,"Japan:Wakayama,Inami",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-01-21,2025-07-24,ssRNA(+)
LC881536,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA79394/2022,11826,partial,"Japan:Wakayama,Kamitonda",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-01-27,2025-07-24,ssRNA(+)
LC881537,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA98319/2022,11826,partial,"Japan:Wakayama,Arita",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-07-13,2025-07-24,ssRNA(+)
LC881538,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB62977/2021,11826,partial,"Japan:Ibaraki,Daigo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-10-11,2025-07-24,ssRNA(+)
LC881539,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IT116240/2022,11826,partial,"Japan:Iwate,Ichinoseki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-11-08,2025-07-24,ssRNA(+)
LC881540,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IT116243/2022,11826,partial,"Japan:Iwate,Morioka",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-11-11,2025-07-24,ssRNA(+)
LC881541,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IT116381/2022,11826,partial,"Japan:Iwate,Shizukuishi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-12-22,2025-07-24,ssRNA(+)
LC881542,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SI78224/2022,11826,partial,"Japan:Shiga,Nagahama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-03-23,2025-07-24,ssRNA(+)
LC881543,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SI91385/2022,11826,partial,"Japan:Shiga,Hikone",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-07-27,2025-07-24,ssRNA(+)
LC881544,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SI91683/2022,11826,partial,"Japan:Shiga,Maibara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-12-07,2025-07-24,ssRNA(+)
LC881545,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SI123872/2023,11826,partial,"Japan:Shiga,Hikone",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-11,2025-07-24,ssRNA(+)
LC881546,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SI126574/2023,11826,partial,"Japan:Shiga,Nagahama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-02-01,2025-07-24,ssRNA(+)
LC881547,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SI126578/2023,11826,partial,"Japan:Shiga,Nagahama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-02-01,2025-07-24,ssRNA(+)
LC881548,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HG114696/2022,11826,partial,"Japan:Hyogo,Kami",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-11-11,2025-07-24,ssRNA(+)
LC881549,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HG78645/2021,11826,partial,"Japan:Hyogo,Awaji",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-08-06,2025-07-24,ssRNA(+)
LC881550,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HG78810/2021,11826,partial,"Japan:Hyogo,Awaji",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-11-16,2025-07-24,ssRNA(+)
LC881551,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HG78839/2021,11826,partial,"Japan:Hyogo,Awaji",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-12-06,2025-07-24,ssRNA(+)
LC881552,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HG78914/2022,11826,partial,"Japan:Hyogo,Minamiawaji",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-01-02,2025-07-24,ssRNA(+)
LC881553,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_HG108685/2022,11826,partial,"Japan:Hyogo,Awaji",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-04-07,2025-07-24,ssRNA(+)
LC881554,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NI65809/2021,11826,partial,"Japan:Niigata,Murakami",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-21,2025-07-24,ssRNA(+)
LC881555,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NI65864/2021,11826,partial,"Japan:Niigata,Nagaoka",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-12-28,2025-07-24,ssRNA(+)
LC881556,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NI108889/2022,11826,partial,"Japan:Niigata,Niigata",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-05-02,2025-07-24,ssRNA(+)
LC881557,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IS90508/2022,11826,partial,"Japan:Ishikawa,Komatsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-07-04,2025-07-24,ssRNA(+)
LC881558,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IS90834/2022,11826,partial,"Japan:Ishikawa,Wajima",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-10-27,2025-07-24,ssRNA(+)
LC881559,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IS125100/2023,11826,partial,"Japan:Ishikawa,Shika",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-24,2025-07-24,ssRNA(+)
LC881560,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_TC96562/2022,11826,partial,"Japan:Tochigi,Motegi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-04-04,2025-07-24,ssRNA(+)
LC881561,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_TC125263/2023,11826,partial,"Japan:Tochigi,Tochigi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-19,2025-07-24,ssRNA(+)
LC881562,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_TC63538/2021,11826,partial,"Japan:Tochigi,Nikko",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-08-11,2025-07-24,ssRNA(+)
LC881563,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_TC63744/2021,11826,partial,"Japan:Tochigi,Kanuma",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-12-23,2025-07-24,ssRNA(+)
LC881564,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_TC63806/2022,11826,partial,"Japan:Tochigi,Sakura",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-01-31,2025-07-24,ssRNA(+)
LC881565,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_TC96566/2022,11826,partial,"Japan:Tochigi,Sano",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-04-05,2025-07-24,ssRNA(+)
LC881566,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_TC96640/2022,11826,partial,"Japan:Tochigi,Nikko",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-07-29,2025-07-24,ssRNA(+)
LC881567,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_TC125270/2023,11826,partial,"Japan:Tochigi,Nasukarasuyama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-23,2025-07-24,ssRNA(+)
LC881568,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_AI89027/2022,11826,partial,"Japan:Aichi,Okazaki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-11-08,2025-07-24,ssRNA(+)
LC881569,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_AI126233/2023,11826,partial,"Japan:Aichi,Okazaki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-24,2025-07-24,ssRNA(+)
LC881570,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_AI126907/2023,11826,partial,"Japan:Aichi,Toyota",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-26,2025-07-24,ssRNA(+)
LC881571,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_AI126910/2023,11826,partial,"Japan:Aichi,Toyota",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-23,2025-07-24,ssRNA(+)
LC881572,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_KA125121/2023,11826,partial,"Japan:Kagawa,Sakaide",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-18,2025-07-24,ssRNA(+)
LC881573,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_MG61402/2021,11826,partial,"Japan:Miyagi,Zao",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-01,2025-07-24,ssRNA(+)
LC881574,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_MG61591/2021,11826,partial,"Japan:Miyagi,Marumori",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-12-01,2025-07-24,ssRNA(+)
LC881575,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_MG61684/2022,11826,partial,"Japan:Miyagi,Osaki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-01-19,2025-07-24,ssRNA(+)
LC881576,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_MG61689/2022,11826,partial,"Japan:Miyagi,Marumori",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-01-26,2025-07-24,ssRNA(+)
LC881577,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_MG61709/2022,11826,partial,"Japan:Miyagi,Marumori",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-02-02,2025-07-24,ssRNA(+)
LC881578,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_MG61715/2022,11826,partial,"Japan:Miyagi,Kami",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-02-02,2025-07-24,ssRNA(+)
LC881579,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_MG61717/2022,11826,partial,"Japan:Miyagi,Kami",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-02-02,2025-07-24,ssRNA(+)
LC881580,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_MG61722/2022,11826,partial,"Japan:Miyagi,Kami",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-02-02,2025-07-24,ssRNA(+)
LC881581,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_MG61741/2022,11826,partial,"Japan:Miyagi,Marumori",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-02-16,2025-07-24,ssRNA(+)
LC881582,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_MG61795/2022,11826,partial,"Japan:Miyagi,Kurihara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-03-23,2025-07-24,ssRNA(+)
LC881583,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_MG107410/2022,11826,partial,"Japan:Miyagi,Marumori",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-04-13,2025-07-24,ssRNA(+)
LC881584,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_MG107411/2022,11826,partial,"Japan:Miyagi,Marumori",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-04-13,2025-07-24,ssRNA(+)
LC881585,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_MG107428/2022,11826,partial,"Japan:Miyagi,Kurihara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-06-08,2025-07-24,ssRNA(+)
LC881586,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_MG107429/2022,11826,partial,"Japan:Miyagi,Shikama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-06-03,2025-07-24,ssRNA(+)
